timestamp,x,y,state,time_stamp
10:47:00.645993,1020.75,607.2,Move,0.7900300025939941
10:47:00.646318,1016.91,604.79,Move,0.7903969287872314
10:47:00.654720,1007.52,599.43,Move,0.7987949848175049
10:47:00.663023,982.31,586.32,Move,0.8070979118347168
10:47:00.669923,952.31,573.46,Move,0.8139989376068115
10:47:00.677754,880.21,548.38,Move,0.8218309879302979
10:47:00.685657,814.4,528.94,Move,0.8297350406646729
10:47:00.699645,737.1,506.4,Move,0.8437230587005615
10:47:00.701762,652.96,484.95,Move,0.8458399772644043
10:47:00.717233,563.57,463.02,Move,0.8613109588623047
10:47:00.717642,527.45,453.99,Move,0.861720085144043
10:47:00.726085,453.79,435.18,Move,0.870164155960083
10:47:00.734044,430.54,428.67,Move,0.8781211376190186
10:47:00.747437,414.2,422.14,Move,0.8915150165557861
10:47:00.749926,403.63,416.5,Move,0.8940041065216064
10:47:00.762972,366.0,395.86,Move,0.9070501327514648
10:47:00.765906,353.32,381.49,Move,0.9099819660186768
10:47:00.779705,353.32,367.05,Move,0.9237809181213379
10:47:00.782169,368.65,351.72,Move,0.9262480735778809
10:47:00.790600,426.98,315.83,Move,0.9346780776977539
10:47:00.798546,488.31,285.91,Move,0.9426131248474121
10:47:00.806650,570.07,249.2,Move,0.9507291316986084
10:47:00.814331,669.86,208.21,Move,0.9584090709686279
10:47:00.823102,776.64,168.4,Move,0.9671800136566162
10:47:00.831005,887.84,135.59,Move,0.9750611782073975
10:47:00.839120,1000.86,111.89,Move,0.9831979274749756
10:47:00.846677,1052.66,109.23,Move,0.9907560348510742
10:47:00.854590,1149.02,109.23,Move,0.9986691474914551
10:47:00.863302,1230.57,110.83,Move,1.0073809623718262
10:47:00.871098,1302.67,134.34,Move,1.0151751041412354
10:47:00.880722,1353.46,162.41,Move,1.024799108505249
10:47:00.896436,1386.77,192.39,Move,1.0405151844024658
10:47:00.896485,1412.19,233.06,Move,1.04056715965271
10:47:00.903524,1428.19,274.89,Move,1.0476031303405762
10:47:00.914359,1434.4,319.62,Move,1.058434009552002
10:47:00.920936,1434.4,362.08,Move,1.065014123916626
10:47:00.930381,1431.13,379.24,Move,1.0744590759277344
10:47:00.934714,1417.93,411.15,Move,1.0787930488586426
10:47:00.947190,1401.85,440.08,Move,1.0912690162658691
10:47:00.950801,1380.99,463.04,Move,1.094877004623413
10:47:00.964292,1354.19,482.33,Move,1.1083381175994873
10:47:00.967036,1327.07,496.93,Move,1.1111109256744385
10:47:00.980807,1273.04,517.71,Move,1.1248810291290283
10:47:00.982781,1255.88,520.98,Move,1.1268579959869385
10:47:00.996806,1221.78,528.68,Move,1.1408841609954834
10:47:00.998935,1187.67,533.08,Move,1.1430118083953857
10:47:01.007003,1153.57,535.28,Move,1.1510820388793945
10:47:01.015044,1123.31,536.33,Move,1.1591179370880127
10:47:01.023308,1110.23,536.33,Move,1.1673858165740967
10:47:01.031318,1086.98,535.4,Move,1.1753909587860107
10:47:01.039656,1067.98,529.35,Move,1.1837351322174072
10:47:01.049819,1052.46,520.36,Move,1.1938929557800293
10:47:01.055030,1038.57,509.74,Move,1.1991088390350342
10:47:01.063539,1019.28,488.43,Move,1.2076120376586914
10:47:01.071231,1011.67,470.68,Move,1.2153091430664062
10:47:01.080246,1005.36,449.94,Move,1.2243239879608154
10:47:01.087546,1004.69,439.11,Move,1.2316250801086426
10:47:01.096837,1003.0,420.52,Move,1.2409090995788574
10:47:01.103351,1003.0,412.81,Move,1.2474300861358643
10:47:01.111674,1003.0,399.63,Move,1.2557520866394043
10:47:01.119698,1003.62,390.94,Move,1.2637760639190674
10:47:01.127708,1006.3,385.58,Move,1.271787166595459
10:47:01.135955,1009.66,382.21,Move,1.2800331115722656
10:47:01.144481,1012.62,381.37,Move,1.2885570526123047
10:47:01.152518,1018.52,381.37,Move,1.2965950965881348
10:47:01.160057,1022.14,382.27,Move,1.3041338920593262
10:47:01.168978,1026.02,387.82,Move,1.313054084777832
10:47:01.176417,1029.74,395.88,Move,1.320493221282959
10:47:01.184504,1032.22,404.57,Move,1.3285799026489258
10:47:01.192459,1032.73,409.65,Move,1.336534023284912
10:47:01.200767,1032.73,418.34,Move,1.3448431491851807
10:47:01.209019,1032.73,426.04,Move,1.3530950546264648
10:47:01.216948,1031.72,431.13,Move,1.361025094985962
10:47:01.225347,1025.9,439.52,Move,1.3694238662719727
10:47:01.233142,1018.79,442.49,Move,1.3772180080413818
10:47:01.241485,1010.11,444.35,Move,1.3855609893798828
10:47:01.442885,1003.91,443.57,Move,1.5869598388671875
10:47:01.449595,990.73,440.64,Move,1.5936720371246338
10:47:01.458623,975.33,436.79,Move,1.6026980876922607
10:47:01.466286,953.69,431.38,Move,1.6103620529174805
10:47:01.474501,932.04,425.97,Move,1.618577003479004
10:47:01.482130,905.4,419.07,Move,1.6262049674987793
10:47:01.490736,841.11,402.99,Move,1.634809970855713
10:47:01.498669,764.83,385.51,Move,1.642745018005371
10:47:01.506518,680.69,364.06,Move,1.6505930423736572
10:47:01.514743,593.92,342.37,Move,1.658818244934082
10:47:01.522668,554.8,331.7,Move,1.6667442321777344
10:47:01.530742,478.51,312.63,Move,1.6748180389404297
10:47:01.539060,451.88,305.72,Move,1.6831350326538086
10:47:01.546771,431.78,300.48,Move,1.6908459663391113
10:47:01.554160,418.6,296.82,Move,1.698235034942627
10:47:01.562594,408.92,293.59,Move,1.706669807434082
10:47:01.570716,390.32,288.52,Move,1.714789867401123
10:47:01.578846,368.0,281.08,Move,1.7229220867156982
10:47:01.587052,365.03,280.23,Move,1.7311270236968994
10:47:01.802893,365.26,280.23,Move,1.9469709396362305
10:47:01.810508,368.88,279.78,Move,1.9545860290527344
10:47:01.818613,374.78,278.71,Move,1.9626920223236084
10:47:01.826984,381.55,277.01,Move,1.9710631370544434
10:47:01.834793,388.66,274.05,Move,1.9788720607757568
10:47:01.842980,396.36,271.09,Move,1.9870579242706299
10:47:01.850685,410.56,263.2,Move,1.9947640895843506
10:47:01.858618,428.03,252.72,Move,2.002696990966797
10:47:01.866946,436.46,246.88,Move,2.0110249519348145
10:47:01.875336,453.06,234.65,Move,2.0194151401519775
10:47:01.883514,467.43,221.97,Move,2.0275909900665283
10:47:01.891685,471.72,217.68,Move,2.0357630252838135
10:47:01.899553,475.08,214.32,Move,2.0436298847198486
10:47:02.068751,475.08,214.32,Pressed,2.21282696723938
10:47:02.084436,475.08,214.32,Released,2.22851300239563
10:47:02.308639,470.5,212.87,Move,2.4527170658111572
10:47:02.317262,463.73,210.61,Move,2.461338996887207
10:47:02.324809,456.03,208.24,Move,2.4688870906829834
10:47:02.332757,448.33,206.47,Move,2.4768359661102295
10:47:02.340745,440.63,204.69,Move,2.4848220348358154
10:47:02.349454,433.85,203.56,Move,2.4935219287872314
10:47:02.356791,427.08,203.0,Move,2.5008699893951416
10:47:02.365361,419.38,201.81,Move,2.5094401836395264
10:47:02.374325,411.68,200.63,Move,2.5184030532836914
10:47:02.380746,397.22,199.1,Move,2.524824857711792
10:47:02.389012,382.77,196.82,Move,2.533090829849243
10:47:02.399148,368.31,194.54,Move,2.543222188949585
10:47:02.405055,353.86,192.26,Move,2.5491349697113037
10:47:02.415407,340.67,189.33,Move,2.5594818592071533
10:47:02.421069,334.77,187.72,Move,2.565147876739502
10:47:02.432282,322.79,184.9,Move,2.5763559341430664
10:47:02.437213,313.07,181.66,Move,2.581292152404785
10:47:02.448928,305.37,178.7,Move,2.59299898147583
10:47:02.453218,302.98,177.9,Move,2.597296953201294
10:47:02.461777,298.67,175.98,Move,2.60585618019104
10:47:02.469409,295.04,174.62,Move,2.6134870052337646
10:47:02.482129,293.2,173.89,Move,2.6261990070343018
10:47:02.485695,292.26,173.26,Move,2.6297738552093506
10:47:02.499307,291.32,172.94,Move,2.6433780193328857
10:47:02.502066,291.06,172.69,Move,2.6461410522460938
10:47:02.509645,291.06,172.43,Move,2.6537230014801025
10:47:02.541499,291.82,172.43,Move,2.6855759620666504
10:47:02.550284,293.17,172.43,Move,2.6943609714508057
10:47:02.557795,295.02,173.54,Move,2.701874017715454
10:47:02.566353,297.14,175.66,Move,2.7104220390319824
10:47:02.574018,299.69,177.78,Move,2.718096971511841
10:47:02.582218,301.17,178.89,Move,2.726296901702881
10:47:02.590173,303.29,181.02,Move,2.7342522144317627
10:47:02.600661,304.77,182.12,Move,2.744729995727539
10:47:02.606078,306.62,183.23,Move,2.7501561641693115
10:47:02.616221,307.98,183.91,Move,2.7602949142456055
10:47:02.622119,308.92,184.23,Move,2.7661969661712646
10:47:02.632773,310.77,184.23,Move,2.776840925216675
10:47:02.638415,311.34,184.23,Move,2.7824809551239014
10:47:02.646099,311.65,183.29,Move,2.790178060531616
10:47:02.654549,312.05,180.9,Move,2.7986268997192383
10:47:02.666588,312.39,179.54,Move,2.810663938522339
10:47:02.670426,312.79,177.16,Move,2.814505100250244
10:47:02.683250,312.79,175.31,Move,2.8273191452026367
10:47:02.686634,312.79,173.95,Move,2.8307111263275146
10:47:02.699210,312.79,172.58,Move,2.8432798385620117
10:47:02.702696,312.79,171.64,Move,2.846773147583008
10:47:02.710392,312.79,171.07,Move,2.85447096824646
10:47:02.718735,313.07,170.5,Move,2.8628129959106445
10:47:02.726551,313.07,170.24,Move,2.8706300258636475
10:47:02.742754,313.07,170.0,Move,2.8868319988250732
10:47:02.751282,313.33,169.74,Move,2.895359992980957
10:47:02.758818,313.62,169.17,Move,2.902895927429199
10:47:02.768591,313.93,168.22,Move,2.9126601219177246
10:47:02.774810,314.22,167.65,Move,2.918889045715332
10:47:02.783398,314.84,166.72,Move,2.927475929260254
10:47:02.791887,315.78,166.09,Move,2.935965061187744
10:47:02.801233,316.72,165.46,Move,2.945282220840454
10:47:02.806823,318.09,164.78,Move,2.9509010314941406
10:47:02.815866,319.45,164.1,Move,2.959939956665039
10:47:02.822983,321.3,163.73,Move,2.967061996459961
10:47:02.830938,322.67,163.73,Move,2.9750170707702637
10:47:02.839341,325.05,163.73,Move,2.9834179878234863
10:47:02.849795,326.41,163.73,Move,2.9938690662384033
10:47:02.855253,328.26,163.73,Move,2.999332904815674
10:47:02.866047,329.62,163.73,Move,3.0101211071014404
10:47:02.871350,330.57,163.73,Move,3.0154290199279785
10:47:02.879127,331.51,163.73,Move,3.0231990814208984
10:47:02.887549,332.08,164.01,Move,3.0316271781921387
10:47:03.100721,332.08,164.01,Pressed,3.244800090789795
10:47:03.110858,332.08,164.01,Released,3.254936933517456
10:47:03.331992,332.77,164.01,Move,3.476065158843994
10:47:03.338659,340.47,165.79,Move,3.482733964920044
10:47:03.346793,350.62,169.85,Move,3.490868091583252
10:47:03.354994,361.19,176.19,Move,3.4990689754486084
10:47:03.361966,374.12,183.8,Move,3.506042003631592
10:47:03.369827,388.83,193.6,Move,3.513903856277466
10:47:03.384932,402.24,202.28,Move,3.5290040969848633
10:47:03.385763,414.87,211.75,Move,3.529841899871826
10:47:03.393631,441.66,231.04,Move,3.537709951400757
10:47:03.401682,469.16,251.94,Move,3.5457611083984375
10:47:03.409903,480.15,259.27,Move,3.5539820194244385
10:47:03.418077,523.98,287.16,Move,3.5621562004089355
10:47:03.426047,533.06,291.7,Move,3.5701258182525635
10:47:03.438948,552.9,301.62,Move,3.5830271244049072
10:47:03.442034,559.67,303.88,Move,3.586107015609741
10:47:03.450053,572.86,308.27,Move,3.5941309928894043
10:47:03.458305,583.68,310.98,Move,3.6023828983306885
10:47:03.466649,591.37,311.57,Move,3.6107258796691895
10:47:03.474755,598.15,311.57,Move,3.618833065032959
10:47:03.482828,602.47,311.57,Move,3.626905918121338
10:47:03.490989,606.09,311.12,Move,3.635066032409668
10:47:03.498727,607.2,309.64,Move,3.6428041458129883
10:47:03.506591,608.79,307.65,Move,3.650668144226074
10:47:03.514446,610.6,304.49,Move,3.658522844314575
10:47:03.522376,611.08,300.16,Move,3.6664531230926514
10:47:03.715308,611.08,300.16,Pressed,3.859386920928955
10:47:03.721532,611.08,300.16,Released,3.865610122680664
10:47:03.989054,610.38,300.16,Move,4.13313102722168
10:47:04.002901,608.0,299.37,Move,4.146978855133057
10:47:04.004584,605.45,297.24,Move,4.148662090301514
10:47:04.012377,602.09,294.36,Move,4.156455993652344
10:47:04.020573,598.73,291.48,Move,4.164651155471802
10:47:04.029063,594.66,287.92,Move,4.173141002655029
10:47:04.037066,588.45,281.09,Move,4.1811442375183105
10:47:04.044479,585.09,277.73,Move,4.188557863235474
10:47:04.053065,580.61,272.12,Move,4.197143077850342
10:47:04.060533,576.09,266.48,Move,4.204574108123779
10:47:04.069232,574.99,264.65,Move,4.21331000328064
10:47:04.079685,571.94,260.58,Move,4.2237629890441895
10:47:04.350314,571.94,260.58,Scroll,4.49439001083374
10:47:04.352335,571.94,260.58,Scroll,4.496412038803101
10:47:04.360421,571.94,260.58,Scroll,4.50449800491333
10:47:04.367839,571.94,260.58,Scroll,4.5119171142578125
10:47:04.376805,571.94,260.58,Scroll,4.52088189125061
10:47:04.408028,571.94,260.58,Scroll,4.552103042602539
10:47:04.408103,571.94,260.58,Scroll,4.552184820175171
10:47:04.408194,571.94,260.58,Scroll,4.552273988723755
10:47:04.424645,571.94,260.58,Scroll,4.5687172412872314
10:47:04.424725,571.94,260.58,Scroll,4.568804979324341
10:47:04.443126,571.94,260.58,Scroll,4.5872039794921875
10:47:04.458548,571.94,260.58,Scroll,4.602624177932739
10:47:04.477553,571.94,260.58,Scroll,4.621631145477295
10:47:04.491270,571.94,260.58,Scroll,4.635347127914429
10:47:04.509393,571.94,260.58,Scroll,4.653467893600464
10:47:04.525735,571.94,260.58,Scroll,4.669806003570557
10:47:04.542261,571.94,260.58,Scroll,4.686334133148193
10:47:04.559838,571.94,260.58,Scroll,4.703911066055298
10:47:04.576599,571.94,260.58,Scroll,4.720670938491821
10:47:04.593515,571.94,260.58,Scroll,4.737590074539185
10:47:04.594391,571.94,260.58,Scroll,4.738470077514648
10:47:04.659280,571.94,260.58,Scroll,4.803352117538452
10:47:04.665416,571.94,260.58,Scroll,4.809492111206055
10:47:04.674653,571.94,260.58,Scroll,4.818727970123291
10:47:04.681642,571.94,260.58,Scroll,4.825714111328125
10:47:04.689049,571.94,260.58,Scroll,4.833127021789551
10:47:04.696840,571.94,260.58,Scroll,4.840918064117432
10:47:04.711256,571.94,260.58,Scroll,4.855334043502808
10:47:04.730623,571.94,260.58,Scroll,4.874701976776123
10:47:04.730653,571.94,260.58,Scroll,4.874734878540039
10:47:04.747167,571.94,260.58,Scroll,4.891245126724243
10:47:04.763051,571.94,260.58,Scroll,4.907127141952515
10:47:04.780658,571.94,260.58,Scroll,4.92473292350769
10:47:04.796797,571.94,260.58,Scroll,4.940876007080078
10:47:04.813570,571.94,260.58,Scroll,4.957648038864136
10:47:04.830582,571.94,260.58,Scroll,4.9746599197387695
10:47:04.847135,571.94,260.58,Scroll,4.9912121295928955
